ID_compra,data,horario,categoria,preco_unitario,quantidade,frete,metodo_pagamento
133,2023-01-18,18:31,Casa e limpeza,198.9,3,0.0,PIX
140,2023-01-18,22:09,Beleza e cuidados pessoais,20.9,1,1.25,Cartão de Débito
137,2023-01-18,22:53,Papelaria e escritório,35.9,2,3.59,PIX
132,2023-01-18,15:54,Eletrônicos,7708.9,1,385.44,Cartão de Crédito
134,2023-01-18,23:54,Beleza e cuidados pessoais,199.9,4,31.98,Cartão de Crédito
139,2023-01-18,00:40,Casa e limpeza,174.9,4,34.98,Cartão de Débito
135,2023-01-18,18:30,Alimentos e bebidas,23.9,4,3.82,PIX
136,2023-01-18,17:36,Papelaria e escritório,36.9,5,1.84,PIX
138,2023-01-18,17:37,Alimentos e bebidas,73.9,2,0.0,PIX
143,2023-01-19,18:39,Papelaria e escritório,43.9,2,7.02,PIX
147,2023-01-19,17:23,Alimentos e bebidas,61.9,5,12.38,Boleto
144,2023-01-19,17:36,Eletrodomésticos,340.9,4,136.36,PIX
145,2023-01-19,22:37,Casa e limpeza,187.9,4,30.06,PIX
149,2023-01-19,23:02,Eletrônicos,7640.9,2,1069.73,PIX
141,2023-01-19,22:02,Alimentos e bebidas,24.9,1,1.49,Cartão de Débito
142,2023-01-19,18:47,Alimentos e bebidas,52.9,5,26.45,Cartão de Débito
146,2023-01-19,22:29,Eletrônicos,7581.9,1,75.82,Cartão de Crédito
148,2023-01-19,18:02,Beleza e cuidados pessoais,239.9,4,0.0,PIX
157,2023-01-20,23:27,Alimentos e bebidas,26.0,1,1.82,Cartão de Débito
156,2023-01-20,20:58,Beleza e cuidados pessoais,62.9,4,25.16,Boleto
155,2023-01-20,18:11,Casa e limpeza,76.9,5,30.76,Cartão de Débito
150,2023-01-20,21:42,Alimentos e bebidas,11.9,2,0.0,Cartão de Débito
158,2023-01-20,18:35,Eletrônicos,4531.0,4,906.2,PIX
151,2023-01-20,18:53,Casa e limpeza,43.9,3,9.22,Cartão de Crédito
153,2023-01-20,14:35,Alimentos e bebidas,60.9,4,14.62,Boleto
154,2023-01-20,00:39,Beleza e cuidados pessoais,78.9,2,1.58,Cartão de Crédito
152,2023-01-20,21:21,Alimentos e bebidas,18.0,3,1.08,PIX
167,2023-01-21,21:31,Eletrodomésticos,3504.9,3,736.03,Boleto
166,2023-01-21,18:28,Alimentos e bebidas,25.9,3,0.0,Cartão de Crédito
162,2023-01-21,21:40,Alimentos e bebidas,7.9,3,0.0,PIX
168,2023-01-21,18:02,Casa e limpeza,163.9,1,0.0,PIX
165,2023-01-21,16:55,Livros,149.9,2,8.99,PIX
159,2023-01-21,22:15,Beleza e cuidados pessoais,171.9,5,34.38,Cartão de Crédito
164,2023-01-21,22:53,Eletrodomésticos,3617.0,2,0.0,Boleto
160,2023-01-21,21:28,Livros,59.9,1,2.4,Cartão de Crédito
163,2023-01-21,18:34,Eletrodomésticos,3373.0,5,843.25,Cartão de Débito
161,2023-01-21,00:52,Alimentos e bebidas,90.9,4,3.64,PIX
174,2023-01-22,17:08,Alimentos e bebidas,22.9,2,0.0,Boleto
173,2023-01-22,21:38,Eletrodomésticos,2822.9,4,677.5,Cartão de Crédito
169,2023-01-22,23:11,Livros,101.0,2,2.02,Cartão de Crédito
170,2023-01-22,19:13,Casa e limpeza,88.0,1,0.0,Boleto
175,2023-01-22,19:36,Casa e limpeza,12.9,2,2.32,Cartão de Crédito
171,2023-01-22,17:15,Beleza e cuidados pessoais,134.9,1,0.0,Cartão de Débito
172,2023-01-22,17:49,Alimentos e bebidas,14.9,4,4.17,PIX
176,2023-01-22,18:04,Casa e limpeza,123.9,2,0.0,Cartão de Crédito
181,2023-01-24,23:53,Eletrodomésticos,3063.9,2,490.22,Boleto
177,2023-01-24,18:48,Livros,29.9,1,1.2,PIX
183,2023-01-24,18:34,Alimentos e bebidas,39.9,4,7.98,PIX
180,2023-01-24,14:36,Eletrônicos,5682.9,1,284.14,Cartão de Crédito
182,2023-01-24,18:47,Casa e limpeza,72.0,3,12.96,Cartão de Crédito
178,2023-01-24,22:32,Alimentos e bebidas,40.9,5,8.18,PIX
185,2023-01-24,21:39,Papelaria e escritório,4.9,2,0.69,Boleto
184,2023-01-24,17:00,Alimentos e bebidas,27.9,1,0.0,Cartão de Crédito
179,2023-01-24,17:28,Casa e limpeza,182.9,2,0.0,Cartão de Crédito
186,2023-01-24,17:22,Casa e limpeza,23.9,5,3.58,Cartão de Crédito
188,2023-01-25,00:30,Beleza e cuidados pessoais,59.9,1,1.8,PIX
196,2023-01-25,15:13,Beleza e cuidados pessoais,62.9,2,6.29,Cartão de Débito
194,2023-01-25,23:53,Beleza e cuidados pessoais,161.9,4,45.33,PIX
195,2023-01-25,00:42,Eletrônicos,6088.9,2,0.0,Cartão de Crédito
187,2023-01-25,21:37,Eletrônicos,7225.0,3,2167.5,PIX
192,2023-01-25,18:27,Alimentos e bebidas,60.9,5,15.23,PIX
189,2023-01-25,16:51,Alimentos e bebidas,15.9,2,0.64,Boleto
191,2023-01-25,23:12,Eletrodomésticos,3474.9,5,0.0,Cartão de Crédito
197,2023-01-25,23:13,Casa e limpeza,96.9,5,33.92,Cartão de Crédito
190,2023-01-25,22:04,Alimentos e bebidas,61.9,4,17.33,PIX
198,2023-01-25,00:18,Eletrodomésticos,2348.9,1,93.96,PIX
193,2023-01-25,15:38,Alimentos e bebidas,86.9,4,20.86,PIX
199,2023-01-26,18:00,Papelaria e escritório,2.9,5,1.45,Cartão de Crédito
202,2023-01-26,21:44,Eletrônicos,7497.9,3,0.0,PIX
205,2023-01-26,16:26,Alimentos e bebidas,23.9,1,1.67,PIX
207,2023-01-26,19:25,Beleza e cuidados pessoais,201.9,1,18.17,Cartão de Crédito
200,2023-01-26,15:21,Beleza e cuidados pessoais,40.9,3,3.68,Cartão de Crédito
201,2023-01-26,17:41,Casa e limpeza,94.9,5,0.0,PIX
206,2023-01-26,18:32,Papelaria e escritório,48.9,3,10.27,Cartão de Crédito
204,2023-01-26,19:48,Casa e limpeza,10.9,4,2.62,PIX
203,2023-01-26,14:11,Papelaria e escritório,11.9,1,0.95,PIX
208,2023-01-26,21:44,Papelaria e escritório,30.9,5,7.72,Cartão de Débito
212,2023-01-27,23:09,Eletrônicos,5506.9,4,1101.38,Cartão de Crédito
211,2023-01-27,18:56,Beleza e cuidados pessoais,89.9,1,0.9,Cartão de Crédito
220,2023-01-27,21:25,Casa e limpeza,193.9,4,46.54,PIX
215,2023-01-27,22:14,Beleza e cuidados pessoais,194.9,4,38.98,PIX
213,2023-01-27,00:53,Beleza e cuidados pessoais,200.9,2,20.09,Cartão de Crédito
210,2023-01-27,18:51,Eletrodomésticos,3650.9,4,0.0,Cartão de Crédito
217,2023-01-27,14:15,Papelaria e escritório,12.9,4,1.03,Cartão de Crédito
216,2023-01-27,16:27,Alimentos e bebidas,55.9,4,20.12,Cartão de Crédito
209,2023-01-27,23:57,Casa e limpeza,123.9,4,9.91,Cartão de Crédito
219,2023-01-27,21:21,Ferramentas e construção,272.9,4,0.0,Cartão de Crédito
218,2023-01-27,23:48,Alimentos e bebidas,91.9,4,0.0,Cartão de Crédito
214,2023-01-27,21:56,Casa e limpeza,40.9,4,0.0,PIX
224,2023-01-28,20:14,Casa e limpeza,72.9,4,8.75,PIX
228,2023-01-28,14:46,Papelaria e escritório,45.9,3,5.51,Cartão de Débito
225,2023-01-28,17:20,Ferramentas e construção,86.9,2,0.0,PIX
227,2023-01-28,00:53,Beleza e cuidados pessoais,129.9,4,0.0,PIX
229,2023-01-28,14:55,Alimentos e bebidas,89.9,3,26.97,PIX
222,2023-01-28,18:26,Alimentos e bebidas,61.9,2,9.9,PIX
223,2023-01-28,23:43,Casa e limpeza,8.9,5,2.67,PIX
226,2023-01-28,22:34,Eletrodomésticos,3791.9,1,37.92,Cartão de Débito
221,2023-01-28,23:16,Beleza e cuidados pessoais,147.0,3,0.0,Cartão de Crédito
240,2023-01-29,21:47,Ferramentas e construção,289.9,5,101.46,Cartão de Débito
234,2023-01-29,20:29,Eletrônicos,7094.9,4,0.0,PIX
232,2023-01-29,22:53,Ferramentas e construção,59.9,1,4.19,Cartão de Crédito
241,2023-01-29,00:24,Eletrodomésticos,584.9,2,46.79,Cartão de Crédito
233,2023-01-29,15:53,Ferramentas e construção,234.9,4,0.0,PIX
238,2023-01-29,21:44,Casa e limpeza,175.9,3,0.0,PIX
236,2023-01-29,22:00,Eletrodomésticos,215.9,5,0.0,PIX
230,2023-01-29,00:40,Papelaria e escritório,17.9,4,7.16,Cartão de Débito
231,2023-01-29,18:17,Alimentos e bebidas,28.9,4,4.62,Cartão de Crédito
237,2023-01-29,18:51,Livros,84.9,5,29.72,Cartão de Crédito
235,2023-01-29,00:43,Beleza e cuidados pessoais,214.9,5,0.0,Cartão de Débito
239,2023-01-29,23:01,Casa e limpeza,98.9,1,0.0,PIX
245,2023-01-31,23:06,Papelaria e escritório,7.9,4,0.0,PIX
246,2023-01-31,21:47,Beleza e cuidados pessoais,81.9,2,11.47,PIX
244,2023-01-31,18:52,Papelaria e escritório,24.9,5,6.22,PIX
249,2023-01-31,19:26,Papelaria e escritório,8.9,1,0.36,PIX
250,2023-01-31,18:51,Alimentos e bebidas,12.9,3,0.0,Cartão de Crédito
252,2023-01-31,23:51,Ferramentas e construção,203.0,1,0.0,PIX
251,2023-01-31,22:33,Beleza e cuidados pessoais,21.9,4,4.38,Boleto
247,2023-01-31,17:18,Alimentos e bebidas,27.9,1,0.28,PIX
248,2023-01-31,15:17,Beleza e cuidados pessoais,126.9,5,19.04,Boleto
242,2023-01-31,23:01,Papelaria e escritório,28.9,4,2.31,PIX
243,2023-01-31,17:51,Eletrônicos,4409.9,5,440.99,Cartão de Crédito
258,2023-02-01,22:59,Alimentos e bebidas,72.9,3,0.0,PIX
254,2023-02-01,21:07,Beleza e cuidados pessoais,108.9,4,34.85,Cartão de Crédito
257,2023-02-01,20:23,Ferramentas e construção,164.0,4,13.12,Cartão de Crédito
259,2023-02-01,21:38,Ferramentas e construção,66.9,2,9.37,Cartão de Crédito
255,2023-02-01,19:21,Papelaria e escritório,22.0,4,3.52,PIX
253,2023-02-01,22:45,Eletrônicos,5915.9,3,887.38,PIX
260,2023-02-01,17:40,Alimentos e bebidas,92.9,2,1.86,PIX
256,2023-02-01,00:59,Eletrônicos,7901.9,1,711.17,Cartão de Débito
267,2023-02-02,22:40,Eletrodomésticos,1145.9,3,0.0,Cartão de Crédito
263,2023-02-02,21:22,Beleza e cuidados pessoais,72.9,2,0.0,Cartão de Crédito
261,2023-02-02,23:03,Beleza e cuidados pessoais,245.9,1,0.0,Cartão de Crédito
264,2023-02-02,18:49,Casa e limpeza,155.9,1,12.47,PIX
266,2023-02-02,22:23,Beleza e cuidados pessoais,102.9,5,0.0,Cartão de Crédito
268,2023-02-02,20:12,Alimentos e bebidas,53.9,4,8.62,PIX
265,2023-02-02,20:17,Beleza e cuidados pessoais,17.9,3,0.0,Cartão de Débito
262,2023-02-02,19:11,Casa e limpeza,27.9,2,3.91,Cartão de Crédito
272,2023-02-03,22:08,Ferramentas e construção,319.9,5,0.0,Cartão de Crédito
270,2023-02-03,19:11,Alimentos e bebidas,95.0,4,15.2,Cartão de Crédito
275,2023-02-03,15:09,Eletrodomésticos,1652.9,4,264.46,Cartão de Crédito
269,2023-02-03,17:55,Alimentos e bebidas,12.9,5,3.22,Cartão de Crédito
277,2023-02-03,17:44,Alimentos e bebidas,23.9,2,2.39,PIX
273,2023-02-03,18:41,Casa e limpeza,155.9,4,12.47,PIX
274,2023-02-03,14:50,Eletrodomésticos,2682.9,2,0.0,PIX
271,2023-02-03,22:12,Beleza e cuidados pessoais,184.9,3,22.19,Cartão de Crédito
276,2023-02-03,22:03,Casa e limpeza,112.9,1,0.0,Cartão de Crédito
284,2023-02-04,18:26,Eletrodomésticos,3084.9,4,123.4,Cartão de Crédito
278,2023-02-04,20:37,Alimentos e bebidas,94.9,4,30.37,Cartão de Crédito
282,2023-02-04,23:09,Alimentos e bebidas,18.9,1,0.0,Cartão de Crédito
285,2023-02-04,19:59,Eletrônicos,5288.9,5,0.0,PIX
280,2023-02-04,23:27,Alimentos e bebidas,86.9,3,15.64,Boleto
283,2023-02-04,16:12,Livros,85.9,4,17.18,Cartão de Crédito
281,2023-02-04,17:01,Beleza e cuidados pessoais,189.9,3,0.0,Boleto
279,2023-02-04,19:40,Ferramentas e construção,296.0,5,74.0,Cartão de Crédito
288,2023-02-05,21:11,Alimentos e bebidas,7.9,5,3.56,Cartão de Crédito
291,2023-02-05,23:25,Beleza e cuidados pessoais,131.9,5,0.0,Cartão de Débito
287,2023-02-05,21:25,Alimentos e bebidas,82.9,1,4.15,Cartão de Crédito
286,2023-02-05,22:44,Casa e limpeza,172.9,5,77.8,Cartão de Crédito
293,2023-02-05,15:50,Alimentos e bebidas,30.9,3,7.42,Cartão de Débito
294,2023-02-05,17:17,Alimentos e bebidas,14.9,4,1.19,Cartão de Crédito
292,2023-02-05,22:10,Casa e limpeza,78.9,2,11.05,Cartão de Crédito
290,2023-02-05,21:57,Alimentos e bebidas,93.0,3,22.32,PIX
289,2023-02-05,22:52,Eletrônicos,4420.9,5,221.04,PIX
303,2023-02-07,18:52,Alimentos e bebidas,38.9,3,2.33,Cartão de Crédito
301,2023-02-07,17:14,Eletrônicos,4408.9,4,881.78,Boleto
295,2023-02-07,00:43,Casa e limpeza,102.9,2,10.29,Cartão de Crédito
297,2023-02-07,00:52,Eletrônicos,4232.9,3,634.93,Cartão de Crédito
298,2023-02-07,22:56,Ferramentas e construção,286.9,1,20.08,Cartão de Crédito
302,2023-02-07,00:27,Papelaria e escritório,14.9,2,0.0,Cartão de Crédito
296,2023-02-07,16:04,Ferramentas e construção,196.9,4,15.75,PIX
300,2023-02-07,21:43,Casa e limpeza,154.9,4,43.37,Cartão de Crédito
299,2023-02-07,23:07,Eletrônicos,4075.9,5,1426.56,Cartão de Crédito
313,2023-02-08,00:48,Casa e limpeza,136.0,1,4.08,PIX
311,2023-02-08,18:26,Ferramentas e construção,231.0,5,103.95,Boleto
308,2023-02-08,21:40,Eletrodomésticos,2172.9,1,108.65,PIX
310,2023-02-08,18:31,Livros,61.9,5,21.67,Cartão de Crédito
312,2023-02-08,23:36,Alimentos e bebidas,6.9,5,1.38,PIX
307,2023-02-08,20:17,Ferramentas e construção,177.9,3,5.34,PIX
305,2023-02-08,14:18,Casa e limpeza,122.9,5,6.14,Cartão de Débito
309,2023-02-08,20:06,Eletrodomésticos,569.9,2,45.59,Cartão de Débito
304,2023-02-08,00:54,Beleza e cuidados pessoais,120.9,5,18.13,Boleto
306,2023-02-08,17:27,Beleza e cuidados pessoais,78.9,2,4.73,Cartão de Débito
324,2023-02-09,16:27,Casa e limpeza,145.0,1,2.9,Cartão de Crédito
318,2023-02-09,22:28,Beleza e cuidados pessoais,86.9,5,30.42,PIX
317,2023-02-09,00:39,Eletrodomésticos,3828.9,2,0.0,PIX
322,2023-02-09,00:15,Casa e limpeza,110.9,5,33.27,Boleto
314,2023-02-09,19:20,Beleza e cuidados pessoais,52.9,4,21.16,Boleto
315,2023-02-09,18:40,Alimentos e bebidas,95.9,3,17.26,Cartão de Crédito
323,2023-02-09,17:14,Casa e limpeza,146.9,2,11.75,PIX
316,2023-02-09,22:11,Livros,113.9,2,0.0,Cartão de Crédito
321,2023-02-09,15:30,Papelaria e escritório,11.9,3,3.57,PIX
319,2023-02-09,22:32,Eletrodomésticos,349.9,4,69.98,Cartão de Crédito
320,2023-02-09,17:15,Casa e limpeza,80.9,1,4.85,PIX
332,2023-02-10,16:14,Alimentos e bebidas,95.9,3,17.26,Cartão de Débito
326,2023-02-10,23:13,Alimentos e bebidas,93.0,5,32.55,Cartão de Crédito
325,2023-02-10,23:08,Alimentos e bebidas,16.9,3,3.04,Cartão de Crédito
328,2023-02-10,21:05,Beleza e cuidados pessoais,40.9,2,4.09,PIX
329,2023-02-10,23:54,Casa e limpeza,69.9,3,12.58,PIX
333,2023-02-10,21:13,Beleza e cuidados pessoais,111.0,4,31.08,Cartão de Crédito
331,2023-02-10,17:47,Ferramentas e construção,263.9,2,15.83,Cartão de Crédito
327,2023-02-10,22:54,Papelaria e escritório,33.9,4,6.78,Cartão de Crédito
330,2023-02-10,15:00,Livros,76.9,2,0.0,PIX
338,2023-02-11,18:55,Papelaria e escritório,19.9,5,6.97,Cartão de Crédito
340,2023-02-11,18:56,Alimentos e bebidas,72.0,2,0.0,Cartão de Débito
336,2023-02-11,16:39,Ferramentas e construção,43.0,2,0.0,Cartão de Crédito
339,2023-02-11,14:29,Casa e limpeza,181.9,4,14.55,Boleto
343,2023-02-11,18:30,Casa e limpeza,14.9,3,4.02,Cartão de Crédito
335,2023-02-11,20:35,Ferramentas e construção,298.9,1,14.94,Cartão de Crédito
344,2023-02-11,20:04,Papelaria e escritório,40.0,3,8.4,PIX
334,2023-02-11,18:42,Alimentos e bebidas,98.0,3,29.4,PIX
337,2023-02-11,23:37,Alimentos e bebidas,63.9,2,1.28,Cartão de Crédito
